ᎤᎭ	ù:ha	u¹ha	He has something solid	uu1ha
ᎯᏯᎦᏙᏍᏔᏅᎢ	hi:yà:gà:tǒ:stánv̌:ɂi	hi²ya¹ga¹to²³stạ³nv²³ɂi	You (1) looked at him a while ago	hii2yaa1gaa1too23sta3nvv23-i
ᎣᏦᎵᏍᏗ	ò:jo:lí:sdi	o¹jo²li³sdi	For them and me to recognize him	oo1joo2lii3sdi
ᎣᏍᏙᎵᏍᏗ	ò:sdo:lí:sdi	o¹sdo²li³sdi	For him and me to recognize him	oo1sdoo2lii3sdi
ᏓᏂᎪᏩᏘᏍᎪᎢ	dà:ni:gowhtǐ:sgóɂi	da¹ni²gowh²ti²³sgọ³ɂi	They are often seeing them	daa1nii2gowh2tii23sgo3-i
ᏕᏂᎪᏩᏘᏍᎪᎢ	dé:ni:gowhtǐ:sgóɂi	de³ni²gowh²ti²³sgọ³ɂi	You (1) and I are often seeing them (inanimate)	dee3nii2gowh2tii23sgo3-i
ᏕᏗᎪᏩᏘᏍᎪᎢ	dé:di:gowhtǐ:sgóɂi	de³di²gowh²ti²³sgọ³ɂi	All of us are often seeing them (inanimate)	dee3dii2gowh2tii23sgo3-i
ᏙᏥᎪᏩᏘᏍᎪᎢ	dò:ji:gowhtǐ:sgóɂi	do¹ji²gowh²ti²³sgọ³ɂi	They and I are often seeing them (inanimate)	doo1jii2gowh2tii23sgo3-i
ᏕᎯᎪᏩᏘᏍᎪᎢ	de:higowhtǐ:sgóɂi	de²hị²gowh²ti²³sgọ³ɂi	You (1) are often seeing them (inanimate)	dee2hi2gowh2tii23sgo3-i
ᏕᏥᎪᏩᏘᏍᎪᎢ	de:jigowhtǐ:sgóɂi	de²jị²gowh²ti²³sgọ³ɂi	I am often seeing them (inanimate)	dee2ji2gowh2tii23sgo3-i
ᏙᏍᏗᎪᏩᏘᏍᎪᎢ	dò:sdi:gowhtǐ:sgóɂi	do¹sdi²gowh²ti²³sgọ³ɂi	He and I are often seeing them (inanimate)	doo1sdii2gowh2tii23sgo3-i
ᎢᏃᎵᎩ	ì:nohlgi	i¹nohl²gi	Let you (1) and me understand it	ii1nohl2gi
ᎤᏃᎵᏍᏗ	ù:no:hlísdi	u¹no²hlị³sdi	For them to understand it; For them to recognize him	uu1noo2hli3sdi
ᎢᏙᎵᎩ	ì:dohlgi	i¹dohl²gi	Let all of us understand it	ii1dohl2gi
ᎩᏃᎵᏍᏗ	gino:hlísdi	gị²no²hlị³sdi	For you (1) and me to understand it; For him to recognize you (1) and me	gi2noo2hli3sdi
ᎣᎩᏙᏓ	o:gi:do:da	o²gi²do²da	Their and my father	oo2gii2doo2da
ᏕᏣᏅᏖᏍᏗ	de:janhté:sdi	de²jạ²nhte³sdi	You (1) will be knowing things	dee2ja2nhtee3sdi
ᏥᏰᏍᎪᎢ	jiyé:sgó:ɂi	jị²ye³sgo³ɂi	I am usually eating something flexible	ji2yee3sgoo3-i
ᏚᏂᏲᏏᏌ	dù:ni:yò:sǐ:sā	du¹ni²yo¹si²³sa²	They were recently hungry	duu1nii2yoo1sii23sa2
ᎠᎩᎸᏍᏗ	à:gilv̀:sdi	a¹gị²lv¹sdi	For me to climb it	aa1gi2lvv1sdi
ᏍᏕᏅᏍᏗ	sde:nv̀:sdi	sde²nv¹sdi	For you both to go	sdee2nvv1sdi
ᎣᏦᎵᏨᎢ	ò:jo:li:jv̌:ɂi	o¹jo²li²jv²³ɂi	They and I recognized him a while ago	oo1joo2lii2jvv23-i
ᎢᏣᏓᎦᏙᏍᏔᏅᎢ	ì:jadà:ktǒ:stánv̌:ɂi	i¹jạ²da¹kto²³stạ³nv²³ɂi	You all looked at yourselves a while ago	ii1ja2daa1ktoo23sta3nvv23-i
ᎣᏍᏙᎵᏨᎢ	ò:sdo:li:jv̌:ɂi	o¹sdo²li²jv²³ɂi	He and I recognized him a while ago	oo1sdoo2lii2jvv23-i
ᎡᎦᏚᎵᏍᎪᎢ	è:gadu:lǐ:sgóɂi	e¹gạ²du²li²³sgọ³ɂi	All of us are often wanted	ee1ga2duu2lii23sgo3-i
ᎡᎾᏚᎵᏍᎪᎢ	è:nadu:lǐ:sgóɂi	e¹nạ²du²li²³sgọ³ɂi	You (1) and I usually are wanting him	ee1na2duu2lii23sgo3-i
ᎡᏓᏚᎵᏍᎪᎢ	è:dadu:lǐ:sgóɂi	e¹dạ²du²li²³sgọ³ɂi	All of us usually are wanting him	ee1da2duu2lii23sgo3-i
ᎡᏣᏚᎵᏍᎪᎢ	è:jadu:lǐ:sgóɂi	e¹jạ²du²li²³sgọ³ɂi	You all usually are wanting him; You (1) are often wanted; You all are often wanted	ee1ja2duu2lii23sgo3-i
ᏙᎦᏚᎵᏍᎪᎢ	dò:gadu:lǐ:sgóɂi	do¹gạ²du²li²³sgọ³ɂi	They and I usually are wanting them (inanimate)	doo1ga2duu2lii23sgo3-i
ᎣᎪᎵᏍᏗ	ò:go:hlísdi	o¹go²hlị³sdi	For them and me to understand it; For him to recognize them and me; For them and me to be recognized	oo1goo2hli3sdi
ᎣᎩᏃᎵᏍᏗ	ò:gino:hlísdi	o¹gị²no²hlị³sdi	For him and me to understand it; For him to recognize him and me; For him and me to be recognized	oo1gi2noo2hli3sdi
ᎡᎩᎾᏚᎵᏍᎪᎢ	è:ginadu:lǐ:sgóɂi	e¹gị²nạ²du²li²³sgọ³ɂi	You (1) and I are often wanted	ee1gi2na2duu2lii23sgo3-i
ᎤᏂᏙᏓ	u:ni:do:da	u²ni²do²da	Their father	uu2nii2doo2da
ᏣᏛᏅᎢ	jadv:hnv̌:ɂi	jạ²dv²hnv²³ɂi	You (1) said a while ago	ja2dvv2hnvv23-i
ᏥᎠᏗᎠ	jigà:taha	jị²ga¹tạ²ha	I know how	ji2gaa1ta2ha
ᏓᏆᏅᏖᏍᏗ	dà:gwanhté:sdi	da¹gwạ²nhte³sdi	I will be knowing things	daa1gwa2nhtee3sdi
ᎢᏤᏅᏒᎢ	ì:je:nv́:sv̌:ɂi	i¹je²nv³sv²³ɂi	You all went a while ago	ii1jee2nvv3svv23-i
ᎤᏪᏅᏒᎢ	ù:we:nv́:sv̌:ɂi	u¹we²nv³sv²³ɂi	He went a while ago	uu1wee2nvv3svv23-i
ᎠᎭᏗᏔ	a:dǐ:tā	a²di²³ta²	He recently drank something	aa2dii23ta2
ᎠᎩᎾᎠ	à:gináɂa	a¹gị²nạ³ɂa	I have something flexible	aa1gi2na3-a
ᏍᎩᎾᎦᏙᏍᏓ	sginagà:tǒ:sda	sgị²nạ²ga¹to²³sda	Let you (1) or both look at us both	sgi2na2gaa1too23sda
ᏕᎦᎦᏙᏍᏔᏅᎢ	dé:gà:ktǒ:stánv̌:ɂi	de³ga¹kto²³stạ³nv²³ɂi	All of us looked at them (inanimate) a while ago	dee3gaa1ktoo23sta3nvv23-i
ᏙᎦᎦᏙᏍᏔᏅᎢ	dò:gà:ktǒ:stánv̌:ɂi	do¹ga¹kto²³stạ³nv²³ɂi	They and I looked at them (inanimate) a while ago	doo1gaa1ktoo23sta3nvv23-i
ᏚᎾᎦᏙᏍᏔᏅᎢ	dù:nà:ktǒ:stánv̌:ɂi	du¹na¹kto²³stạ³nv²³ɂi	They looked at them a while ago	duu1naa1ktoo23sta3nvv23-i
ᏕᎩᎾᎦᏙᏍᏔᏅᎢ	de:ginà:ktǒ:stánv̌:ɂi	de²gị²na¹kto²³stạ³nv²³ɂi	You (1) and I looked at them (inanimate) a while ago	dee2gi2naa1ktoo23sta3nvv23-i
ᏙᎩᎾᎦᏙᏍᏔᏅᎢ	dò:ginà:ktǒ:stánv̌:ɂi	do¹gị²na¹kto²³stạ³nv²³ɂi	He and I looked at them (inanimate) a while ago	doo1gi2naa1ktoo23sta3nvv23-i
ᎢᎪᎵᏍᏗ	ì:go:hlísdi	i¹go²hlị³sdi	For all of us to understand it; For him to recognize all of us	ii1goo2hli3sdi
ᎣᏦᎵᎦ	ò:johlga	o¹johl²ga	They and I understand it	oo1johl2ga
ᎣᏍᏙᎵᎦ	ò:sdohlga	o¹sdohl²ga	He and I understand it	oo1sdohl2ga
ᎠᏥᎪᏩᏘᏍᎪᎢ	à:jigowhtǐ:sgóɂi	a¹jị²gowh²ti²³sgọ³ɂi	He is usually seen	aa1ji2gowh2tii23sgo3-i
ᎦᎯᏙᏓ	gahi:do:da	gạ²hi²do²da	You one, their father	ga2hii2doo2da
ᏓᏆᏅᏙɂᎢ	dà:gwanhtó:ɂi	da¹gwạ²nhto³ɂi	I usually know things	daa1gwa2nhtoo3-i
ᎩᎾᏛᏅᎢ	ginadv:hnv̌:ɂi	gị²nạ²dv²hnv²³ɂi	You (1) and I said a while ago	gi2na2dvv2hnvv23-i
ᏚᏭᏗᏔᎲᎢ	du:wù:di:tahv̌:ɂi	du²wu¹di²tạ²hv²³ɂi	He drank drinks a while ago	duu2wuu1dii2ta2hvv23-i
ᎢᏤᏅᏍᏗ	ì:je:nv̀:sdi	i¹je²nv¹sdi	For you all to go	ii1jee2nvv1sdi
ᎤᏪᏅᏍᏗ	ù:we:nv̀:sdi	u¹we²nv¹sdi	For him to go	uu1wee2nvv1sdi
ᎠᎩᏁᎰᎢ	à:gine:hó:ɂi	a¹gị²ne²ho³ɂi	I usually have a liquid	aa1gi2nee2hoo3-i
ᎦᏥᏥ	gaji:ji	gạ²ji²ji	I, their mother	ga2jii2ji
ᎩᎾᏘᏗ	ginatdi	gị²nạt²di	For you (1) and me to say it	gi2nat2di
ᏫᎦᏚᎩ	wigaɂdǔ:gi	wị²gạɂ²du²³gi	Let me drink something alcoholic	wi2ga-2duu23gi
ᏓᏆᏅᏛɂᎢ	dà:gwanhtv̌:ɂi	da¹gwạ²nhtv²³ɂi	I knew things a while ago	daa1gwa2nhtvv23-i
ᏚᏅᏖᏍᏗ	du:nhté:sdi	du²nhte³sdi	He will be knowing things	duu2nhtee3sdi
ᎤᎾᏛᏅᎢ	ù:nadv:hnv̌:ɂi	u¹nạ²dv²hnv²³ɂi	They said a while ago	uu1na2dvv2hnvv23-i
ᎭᏗᏍᎪᎢ	hadǐ:sgó:ɂi	hạ²di²³sgo³ɂi	You (1) are often saying	ha2dii23sgoo3-i
ᏙᎩᏲᏏᏌ	dò:gi:yò:sǐ:sā	do¹gi²yo¹si²³sa²	They and I were recently hungry	doo1gii2yoo1sii23sa2
ᏙᎩᏂᏲᏏᏌ	dò:gini:yò:sǐ:sā	do¹gị²ni²yo¹si²³sa²	He and I were recently hungry	doo1gi2nii2yoo1sii23sa2
ᏕᏥᏍᏗᎬᎢ	dé:jì:sdí:gv̌:ɂi	de³ji¹sdi³gv²³ɂi	You all ate rod shaped things a while ago	dee3jii1sdii3gvv23-i
ᏕᏍᏗᏍᏗᎬᎢ	de:sdì:sdí:gv̌:ɂi	de²sdi¹sdi³gv²³ɂi	You both ate rod shaped things a while ago	dee2sdii1sdii3gvv23-i
ᎠᏃᎵᎪᎢ	à:nohlgó:ɂi	a¹nohl²go³ɂi	They usually understand it; They usually recognize him	aa1nohl2goo3-i
ᎢᏃᎵᎪᎢ	ì:nohlgó:ɂi	i¹nohl²go³ɂi	You (1) and I usually understand it	ii1nohl2goo3-i
ᎢᏙᎵᎪᎢ	ì:dohlgó:ɂi	i¹dohl²go³ɂi	All of us usually understand it	ii1dohl2goo3-i
ᎤᏬᎵᏍᏗ	ù:wo:hlísdi	u¹wo²hlị³sdi	For him to understand it; For him to recognize him	uu1woo2hli3sdi
ᏍᏗᎪᎲᎢ	sdi:go:hv̌:ɂi	sdi²go²hv²³ɂi	He saw you both a while ago; You both saw it a while ago	sdii2goo2hvv23-i
ᎩᏂᏥ	gini:ji	gị²ni²ji	Your one's and my mother	gi2nii2ji
ᏣᏘᏗ	jatdi	jạt²di	For you (1) to say it	jat2di
ᎤᎾᏘᏗ	ù:natdi	u¹nạt²di	For them to say it	uu1nat2di
ᏚᏅᏙɂᎢ	du:nhtó:ɂi	du²nhto³ɂi	He usually knows things	duu2nhtoo3-i
ᎤᏅᏔ	u:nhta	u²nhta	He knows something	uu2nhta
ᏕᎩᏲᏏᏌ	dé:gi:yò:sǐ:sā	de³gi²yo¹si²³sa²	All of us were recently hungry	dee3gii2yoo1sii23sa2
ᏍᏗᎪᏩᏔ	sdi:gò:wahta	sdi²go¹wah²ta	Let you both see it	sdii2goo1wah2ta
ᏍᎩᏥ	sgiji	sgị²ji	You one, my mother	sgi2ji
ᏚᏅᏛɂᎢ	du:nhtv̌:ɂi	du²nhtv²³ɂi	He knew things a while ago	duu2nhtvv23-i
ᎤᏛᏅᎢ	u:dv:hnv̌:ɂi	u²dv²hnv²³ɂi	He said a while ago	uu2dvv2hnvv23-i
ᏩᎭᏗᏔ	wa:dǐ:ta	wa²di²³ta	Let him drink something	waa2dii23ta
ᎩᏂᎾᎣᎢ	gini:náó:ɂi	gị²ni²nạ³o³ɂi	You (1) and I usually have something flexible	gi2nii2na3oo3-i
ᏦᎵᏨᎢ	johljv̌:ɂi	johl²jv²³ɂi	You (1) understood it a while ago; He recognized you (1) a while ago	johl2jvv23-i
ᏕᏦᎵᏨᎢ	dé:johljv̌:ɂi	de³johl²jv²³ɂi	You all understood things a while ago	dee3johl2jvv23-i
ᏕᏍᏙᎵᏨᎢ	de:sdohljv̌:ɂi	de²sdohl²jv²³ɂi	You both understood things a while ago	dee2sdohl2jvv23-i
ᎢᏥᎪᎲᎢ	ì:ji:go:hv̌:ɂi	i¹ji²go²hv²³ɂi	He saw you all a while ago; You all saw it a while ago	ii1jii2goo2hvv23-i
ᏍᏗᏙᏓ	sdi:do:da	sdi²do²da	Your two's father	sdii2doo2da
ᏗᎩᏲᏏᏌ	dì:gi:yò:sǐ:sa	di¹gi²yo¹si²³sa	Let all of us be hungry	dii1gii2yoo1sii23sa
ᎢᏓᏗᏍᎪᎢ	ì:dadǐ:sgó:ɂi	i¹dạ²di²³sgo³ɂi	All of us are often saying	ii1da2dii23sgoo3-i
ꮪꮹᏟᏌᏅᎢ	du:wá:hli:sahnv̌:ɂi	du²wa³hli²sạ²hnv²³ɂi	He gathered things a while ago	duu2waa3hlii2sa2hnvv23-i
ᎩᏂᎾᎥᎢ	gini:náv̌:ɂi	gị²ni²nạ³v²³ɂi	You (1) and I had something flexible a while ago	gi2nii2na3vv23-i
ᏍᏗᎮᏍᏗ	sdi:hé:sdi	sdi²he³sdi	You both will be having something solid	sdii2hee3sdi
ᎢᏥᎪᏩᏔ	ì:ji:gò:wahta	i¹ji²go¹wah²ta	Let you all see it	ii1jii2goo1wah2ta
ᏍᏛᏙᏓ	sdv:do:da	sdv²do²da	I, your two's father	sdvv2doo2da
ᎦᏚᎩᏍᎪᎢ	gaɂdǔ:gî:sgó:ɂi	gạɂ²du²³gi³²sgo³ɂi	I am usually drinking something alcoholic	ga-2duu23gii32sgoo3-i
ᏍᏗᎸᏒᎢ	sdi:lv̂:sv̌:ɂi	sdi²lv³²sv²³ɂi	You both climbed it a while ago	sdii2lvv32svv23-i
ᎩᏂᏁᎮᏍᏗ	gini:ne:hé:sdi	gị²ni²ne²he³sdi	You (1) and I will be having a liquid	gi2nii2nee2hee3sdi
ᏬᏥᏍᏗᎦ	wò:ji:sdǐ:ga	wo¹ji²sdi²³ga	Let them and me eat something rod shaped	woo1jii2sdii23ga
ᏬᏍᏗᏍᏗᎦ	wò:sdi:sdǐ:ga	wo¹sdi²sdi²³ga	Let him and me eat something rod shaped	woo1sdii2sdii23ga
ᏬᎪᎵᎩ	wò:gohlgi	wo¹gohl²gi	Let him recognize them and me; Let them and me be recognized	woo1gohl2gi
ᏬᎩᏃᎵᎩ	wò:ginohlgi	wo¹gị²nohl²gi	Let him recognize him and me; Let him and me be recognized	woo1gi2nohl2gi
ᏣᏙᏓ	jado:da	jạ²do²da	xHe, your one's father	ja2doo2da
ᏥᏔᏕᎬᎦ	jitade:gv̀:gā	jị²tạ²de²gv¹ga²	I was recently thirsty	ji2ta2dee2gvv1ga2
ᎤᏘᏗ	utdi	ut²di	For him to say it	uut2di
ᎠᏆᏛᏅᎢ	à:gwadv:hnv̌:ɂi	a¹gwạ²dv²hnv²³ɂi	I said a while ago	aa1gwa2dvv2hnvv23-i
ᎣᎦᏛᏅᎢ	ò:gadv:hnv̌:ɂi	o¹gạ²dv²hnv²³ɂi	They and I said a while ago	oo1ga2dvv2hnvv23-i
ᎣᎩᎾᏛᏅᎢ	ò:ginadv:hnv̌:ɂi	o¹gị²nạ²dv²hnv²³ɂi	He and I said a while ago	oo1gi2na2dvv2hnvv23-i
ᏍᏗᎸᏍᏗ	sdi:lv̀:sdi	sdi²lv¹sdi	For you both to climb it	sdii2lvv1sdi
ᎯᎭᏗᏔ	ha:dǐ:ta	ha²di²³ta	Let you (1) drink something	haa2dii23ta
ᎩᏂᏍᏗᎬᎢ	ginì:sdí:gv̌:ɂi	gị²ni¹sdi³gv²³ɂi	You (1) and I ate something rod shaped a while ago	gi2nii1sdii3gvv23-i
ᏣᎾᎣᎢ	janáó:ɂi	jạ²nạ³o³ɂi	You (1) usually have something flexible	ja2na3oo3-i
ᎢᏥᎮᏍᏗ	ì:ji:hé:sdi	i¹ji²he³sdi	You all will be having something solid	ii1jii2hee3sdi
ᏧᎵᎢ	ju:liɂi	ju²lị²ɂi	His friends	juu2li2-i
ᎠᏆᏘᏗ	à:gwatdi	a¹gwạt²di	For me to say it	aa1gwat2di
ᎣᎦᏘᏗ	ò:gatdi	o¹gạt²di	For them and me to say it	oo1gat2di
ᎣᎩᎾᏘᏗ	ò:ginatdi	o¹gị²nạt²di	For him and me to say it	oo1gi2nat2di
ᎠᏂᏍᏗᎩᎠ	à:nì:sdǐ:gíɂa	a¹ni¹sdi²³gị³ɂa	They are eating something rod shaped	aa1nii1sdii23gi3-a
ᎢᏥᎸᏒᎢ	ì:ji:lv̂:sv̌:ɂi	i¹ji²lv³²sv²³ɂi	You all climbed it a while ago	ii1jii2lvv32svv23-i
ᎤᏗᏔᏍᏗ	u:di:tasdi	u²di²tạ²sdi	For him to drink something	uu2dii2ta2sdi
ᎢᏂᏍᏗᎩᎠ	ì:nì:sdǐ:gíɂa	i¹ni¹sdi²³gị³ɂa	You (1) and I are eating something rod shaped	ii1nii1sdii23gi3-a
ᎯᎭᏗᏔ	ha:dǐ:tā	ha²di²³ta²	You (1) recently drank something	haa2dii23ta2
ᎢᏗᏍᏗᎩᎠ	ì:dì:sdǐ:gíɂa	i¹di¹sdi²³gị³ɂa	All of us are eating something rod shaped	ii1dii1sdii23gi3-a
ᎩᏂᏟᏐᏗ	ginì:hlǐ:sóhdi	gị²ni¹hli²³soh³di	For you (1) and me to gather something	gi2nii1hlii23soh3di
ᎤᏂᏍᏗᎬᎢ	ù:nì:sdí:gv̌:ɂi	u¹ni¹sdi³gv²³ɂi	They ate something rod shaped a while ago	uu1nii1sdii3gvv23-i
ᏣᎾᎥᎢ	janáv̌:ɂi	jạ²nạ³v²³ɂi	You (1) had something flexible a while ago	ja2na3vv23-i
ᏍᏗᎾᎠ	sdi:náɂa	sdi²nạ³ɂa	You both have something flexible	sdii2na3-a
ᏫᎪᎵᎩ	wì:gohlgi	wi¹gohl²gi	Let him recognize all of us	wii1gohl2gi
ᎠᎩᏥ	agiji	ạ²gị²ji	xShe, my mother	a2gi2ji
ᎤᏲᏏᏍᎪᎢ	ù:yó:si:sgó:ɂi	u¹yo³si²sgo³ɂi	He usually is hungry	uu1yoo3sii2sgoo3-i
ᎢᎦᏛᏅᎢ	ì:gadv:hnv̌:ɂi	i¹gạ²dv²hnv²³ɂi	All of us said a while ago	ii1ga2dvv2hnvv23-i
ᏕᏣᏚᎩᏒᎢ	dé:jàtǔ:gî:sv̌:ɂi	de³jạ¹tu²³gi³²sv²³ɂi	You all drank alcoholic drinks a while ago	dee3ja1tuu23gii32svv23-i
ᎢᏥᎸᏍᏗ	ì:ji:lv̀:sdi	i¹ji²lv¹sdi	For you all to climb it	ii1jii2lvv1sdi
ᏕᏍᏓᏚᎩᏒᎢ	de:sdàtǔ:gî:sv̌:ɂi	de²sdạ¹tu²³gi³²sv²³ɂi	You both drank alcoholic drinks a while ago	dee2sda1tuu23gii32svv23-i
ᎠᏂᎭᏗᏔ	à:na:dǐ:tā	a¹na²di²³ta²	They recently drank something	aa1naa2dii23ta2
ᎢᏂᎭᏗᏔ	ì:na:dǐ:ta	i¹na²di²³ta	Let you (1) and me drink something	ii1naa2dii23ta
ᏣᏁᎮᏍᏗ	jane:hé:sdi	jạ²ne²he³sdi	You (1) will be having a liquid	ja2nee2hee3sdi
ᎢᏗᎭᏗᏔ	ì:da:dǐ:ta	i¹da²di²³ta	Let all of us drink something	ii1daa2dii23ta
ᏍᏗᏁᎰᎢ	sdi:ne:hó:ɂi	sdi²ne²ho³ɂi	You both usually have a liquid	sdii2nee2hoo3-i
ᎢᎦᎵᎢ	ì:ga:liɂi	i¹ga²lị²ɂi	You one and I, our friend; You two and I, our friend; You all and I, our friend; You all and I, friends; You all, my friends	ii1gaa2li2-i
ᎤᏲᏏᏍᎬᎢ	ù:yó:si:sgv̌:ɂi	u¹yo³si²sgv²³ɂi	He was hungry a while ago	uu1yoo3sii2sgvv23-i
ᎠᏔᏕᎬᎦ	atade:gv̀:gā	ạ²tạ²de²gv¹ga²	He was recently thirsty	a2ta2dee2gvv1ga2
ᏓᏂᏔᏕᎬᎦ	dà:ni:tade:gv̀:gā	da¹ni²tạ²de²gv¹ga²	They were recently thirsty	daa1nii2ta2dee2gvv1ga2
ᎢᎦᏘᏗ	ì:gatdi	i¹gạt²di	For all of us to say it	ii1gat2di
ᎢᏂᎭᏗᏔ	ì:na:dǐ:tā	i¹na²di²³ta²	You (1) and I recently drank something	ii1naa2dii23ta2
ᏕᏣᏚᎩᎠ	dé:jàtǔ:gía	de³jạ¹tu²³gị³a	You all are drinking alcoholic drinks	dee3ja1tuu23gi3a
ᎢᏗᎭᏗᏔ	ì:da:dǐ:tā	i¹da²di²³ta²	All of us recently drank something	ii1daa2dii23ta2
ᎣᎩᎾᎣᎢ	ò:gi:náó:ɂi	o¹gi²nạ³o³ɂi	They and I usually have something flexible	oo1gii2na3oo3-i
ᎣᎩᏂᎾᎣᎢ	ò:gini:náó:ɂi	o¹gị²ni²nạ³o³ɂi	He and I usually have something flexible	oo1gi2nii2na3oo3-i
ᎢᏥᎾᎠ	ì:ji:náɂa	i¹ji²nạ³ɂa	You all have something flexible	ii1jii2na3-a
ᎤᏃᎵᏨᎢ	ù:nohljv̌:ɂi	u¹nohl²jv²³ɂi	They understood it a while ago; They recognized him a while ago	uu1nohl2jvv23-i
ᎩᏃᎵᏨᎢ	ginohljv̌:ɂi	gị²nohl²jv²³ɂi	You (1) and I understood it a while ago; He recognized you (1) and me a while ago	gi2nohl2jvv23-i
ᎢᏍᎩᏙᏓ	ì:sgi:do:da	i¹sgi²do²da	You one, their and my father	ii1sgii2doo2da
ᎤᏲᏏᏐᏗ	ù:yò:sǐ:sóhdi	u¹yo¹si²³soh³di	For him to be hungry	uu1yoo1sii23soh3di
ᏩᎩᏲᏏᏌ	wà:giyò:sǐ:sa	wa¹gị²yo¹si²³sa	Let me be hungry	waa1gi2yoo1sii23sa
ᏕᏂᏔᏕᎬᎦ	dé:ni:tade:gv̀:gā	de³ni²tạ²de²gv¹ga²	You (1) and I were recently thirsty	dee3nii2ta2dee2gvv1ga2
ᏕᏗᏔᏕᎬᎦ	dé:di:tade:gv̀:gā	de³di²tạ²de²gv¹ga²	All of us were recently thirsty	dee3dii2ta2dee2gvv1ga2
ᏕᎩᏂᏲᏏᏌ	de:gini:yò:sǐ:sā	de²gị²ni²yo¹si²³sa²	You (1) and I were recently hungry	dee2gi2nii2yoo1sii23sa2
ᏕᏥᎾᎡᏍᏗ	dé:ji:náé:sdi	de³ji²nạ³e³sdi	You all will be having flexible things	dee3jii2na3ee3sdi
ᏕᏍᏗᎾᎡᏍᏗ	de:sdi:náé:sdi	de²sdi²nạ³e³sdi	You both will be having flexible things	dee2sdii2na3ee3sdi
ᏩᏂᎭᏗᏔ	wà:na:dǐ:ta	wa¹na²di²³ta	Let them drink something	waa1naa2dii23ta
ᎢᏥᏁᎰᎢ	ì:ji:ne:hó:ɂi	i¹ji²ne²ho³ɂi	You all usually have a liquid	ii1jii2nee2hoo3-i
ᎢᏣᎵᎢ	ì:ja:liɂi	i¹ja²lị²ɂi	You two, your friend; You all, your friend; You all, friends	ii1jaa2li2-i
ᏗᏂᏔᏕᎬᎦ	dì:ni:tade:gv̀:ga	di¹ni²tạ²de²gv¹ga	Let you (1) and me be thirsty	dii1nii2ta2dee2gvv1ga
ᏫᏥᏯᎦ	wijiyaga	wị²jị²yạ²ga	Let me eat something flexible	wi2ji2ya2ga
ᏗᏗᏔᏕᎬᎦ	dì:di:tade:gv̀:ga	di¹di²tạ²de²gv¹ga	Let all of us be thirsty	dii1dii2ta2dee2gvv1ga
ᏚᏂᏲᏏᎭ	dù:ni:yó:siha	du¹ni²yo³sị²ha	They are hungry	duu1nii2yoo3si2ha
ᎢᎩᎾᎣᎢ	ì:gi:náó:ɂi	i¹gi²nạ³o³ɂi	All of us usually have something flexible	ii1gii2na3oo3-i
ᏍᏗᏍᏗᎦ	sdi:sdǐ:ga	sdi²sdi²³ga	Let you both eat something rod shaped	sdii2sdii23ga
ᏕᏍᎩᏂᎧᎰᎢ	de:sgini:kahó:ɂi	de²sgị²ni²kạ²ho³ɂi	You (1) or both usually have us both	dee2sgi2nii2ka2hoo3-i
ᎤᎪᏩᏛᏗ	ù:gowhtv́hdi	u¹gowh²tvh³di	For him to see him; For him to see it	uu1gowh2tvh3di
ᎣᎩᏂᏥ	o:gini:ji	o²gị²ni²ji	His and my mother	oo2gi2nii2ji
ᎯᏔᏕᎬᎦ	hitade:gv̀:ga	hị²tạ²de²gv¹ga	Let you (1) be thirsty	hi2ta2dee2gvv1ga
ᎣᎩᏍᏗᎬᎢ	ò:gì:sdí:gv̌:ɂi	o¹gi¹sdi³gv²³ɂi	They and I ate something rod shaped a while ago	oo1gii1sdii3gvv23-i
ᎣᎩᏂᏍᏗᎬᎢ	ò:ginì:sdí:gv̌:ɂi	o¹gị²ni¹sdi³gv²³ɂi	He and I ate something rod shaped a while ago	oo1gi2nii1sdii3gvv23-i
ᎢᎩᎾᎥᎢ	ì:gi:náv̌:ɂi	i¹gi²nạ³v²³ɂi	All of us had something flexible a while ago	ii1gii2na3vv23-i
ᏍᏗᏍᏗᎦ	sdi:sdǐ:gā	sdi²sdi²³ga²	You both recently ate something rod shaped	sdii2sdii23ga2
ᎣᎦᎵᎢ	ò:ga:liɂi	o¹ga²lị²ɂi	He and I, our friend; They and I, our friend; They and I, friends; They, my friends	oo1gaa2li2-i
ᎯᏔᏕᎬᎦ	hitade:gv̀:gā	hị²tạ²de²gv¹ga²	You (1) were recently thirsty	hi2ta2dee2gvv1ga2
ᏗᎩᏂᏁᏗ	digini:nehdi	dị²gị²ni²neh²di	For you (1) and me to have a liquid	di2gi2nii2neh2di
ᎤᏍᏗᎩᏍᏗ	ù:sdǐ:gî:sdi	u¹sdi²³gi³²sdi	For him to eat something rod shaped	uu1sdii23gii32sdi
ᏕᏥᏍᏗᎩᎠ	dé:jì:sdǐ:gíɂa	de³ji¹sdi²³gị³ɂa	You all are eating rod shaped things	dee3jii1sdii23gi3-a
ᏣᏍᏗᎬᎢ	jàsdí:gv̌:ɂi	jạ¹sdi³gv²³ɂi	You (1) ate something rod shaped a while ago	ja1sdii3gvv23-i
ᎢᏥᏍᏗᎦ	ì:ji:sdǐ:ga	i¹ji²sdi²³ga	Let you all eat something rod shaped	ii1jii2sdii23ga
